Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2022,10,octubre,RP Central,ABP Osona,Barcelona,Osona,Vic,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Autor,HOME,17,1
2022,10,octubre,RP Central,ABP Osona,Barcelona,Osona,Vic,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,Antisemita,Autor,HOME,18,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Hospital,DELICTES,DEL. CONTRA L'HONOR,Antisemita,Autor,HOME,39,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Hospital,DELICTES,DEL. CONTRA L'HONOR,Antisemita,Víctima,HOME,66,1
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Hab. Escala/portal finca/replà,ALTRES,FETS VARIS,Islamofòbia,Víctima,HOME,55,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Metro comboi,DELICTES,DE LES LESIONS,Islamofòbia,Autor,HOME,51,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Metro comboi,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,52,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Metro comboi,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,27,1
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Restaurant_COM,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,33,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,DONA,33,1
2022,10,octubre,RP Metropolitana Nord,ABP Arenys de Mar,Barcelona,El maresme,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,57,1
2022,10,octubre,RP Metropolitana Nord,ABP Arenys de Mar,Barcelona,El maresme,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,61,1
2022,10,octubre,RP Metropolitana Nord,ABP Arenys de Mar,Barcelona,El maresme,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,42,1
2022,10,octubre,RP Metropolitana Nord,ABP Arenys de Mar,Barcelona,El maresme,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,49,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Depen. Mossos d'Esquadra,DELICTES,FETS VARIS,Etnic/origen nacional/origen racial,Víctima,DONA,42,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,14,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Antigitanisme,Víctima,DONA,23,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,42,1
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,39,1
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,DONA,42,1
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,DONA,42,1
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,20,1
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Hab. 1a Res. Pis/apartament,FALTES ADMINISTRATIVES,LLEI 4/15 DE PROTECCIÓ DE SEGURETAT CIUTADANA,LGTBI fòbia,Víctima,HOME,20,1
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Hab. 1a Res. Pis/apartament,FALTES ADMINISTRATIVES,LLEI 4/15 DE PROTECCIÓ DE SEGURETAT CIUTADANA,LGTBI fòbia,Víctima,HOME,50,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Partit polític,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Autor,DONA,40,1
2022,10,octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,41,1
2022,10,octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Hab. 1a Res. Pis/apartament,DELICTES,DE LES LESIONS,Orientació política,Víctima,DONA,69,1
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta municipis,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,43,1
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta municipis,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,HOME,21,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,17,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,18,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Orientació política,Víctima,HOME,41,1
2022,10,octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Orientació política,Autor,HOME,38,1
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Camí/Pista Forestal,ALTRES,FETS VARIS,Orientació política,Víctima,HOME,44,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,Orientació política,Víctima,DONA,32,1
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Partit polític,DELICTES,DEL. CON. EL PATRIMONI,LGTBI fòbia,Víctima,HOME,33,1
2022,10,octubre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,el Port de la Selva,Hab. Escala/portal finca/replà,FALTES ADMINISTRATIVES,"LLEI 11/14 DRETS LESBIANES, GAIS, BISEXUALS",LGTBI fòbia,Víctima,HOME,39,1
2022,10,octubre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,el Port de la Selva,Hab. Escala/portal finca/replà,FALTES ADMINISTRATIVES,DEL. CON. EL PATRIMONI,Orientació política,Autor,HOME,58,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via Pública urbana,FALTES ADMINISTRATIVES,"LLEI 11/14 DRETS LESBIANES, GAIS, BISEXUALS",LGTBI fòbia,Víctima,DONA,44,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,DONA,51,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,25,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Altres comerços_CC,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,33,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,24,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,Islamofòbia,Víctima,DONA,35,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,Islamofòbia,Autor,HOME,42,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,Islamofòbia,Víctima,HOME,55,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,Islamofòbia,Autor,HOME,51,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Bar_COM,DELICTES,DE LES LESIONS,Islamofòbia,Autor,DONA,30,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,Islamofòbia,Víctima,HOME,26,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DE LES LESIONS,Islamofòbia,Víctima,DONA,17,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Centre Comercial (zona comuna),DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Sexisme,Víctima,DONA,21,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Centre Comercial (zona comuna),DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Sexisme,Autor,HOME,33,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Centre Comercial (zona comuna),DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,DONA,40,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,24,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,HOME,57,1
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,18,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Etnic/origen nacional/origen racial,Víctima,HOME,18,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Etnic/origen nacional/origen racial,Autor,HOME,23,1
2022,10,octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Garrigues,Resta municipis,Hab. 1a Res. Casa adossada,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,HOME,21,1
2022,10,octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Garrigues,Resta municipis,Hab. 1a Res. Casa adossada,DELICTES,DE LES LESIONS,LGTBI fòbia,Víctima,DONA,19,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Santa Perpètua de Mogoda,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Autor,DONA,44,1
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Santa Perpètua de Mogoda,Institut,ALTRES,FETS VARIS,LGTBI fòbia,Víctima,HOME,46,1
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Tortosa,Institut,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,57,1
2022,10,octubre,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Hab. 1a Res. Casa aïllada/4vents,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,68,1
2022,10,octubre,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Hab. 1a Res. Casa aïllada/4vents,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,20,1
2022,10,octubre,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Hab. 1a Res. Casa aïllada/4vents,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,DONA,46,1
2022,10,octubre,RP Metropolitana Girona,ABP Selva Interior,Girona,Selva,Resta municipis,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,DONA,44,1
2022,10,octubre,RP Metropolitana Girona,ABP Selva Interior,Girona,Selva,Resta municipis,Hab. 1a Res. Casa aïllada/4vents,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,13,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,14,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,47,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,16,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,18,1
2022,10,octubre,RP Metropolitana Girona,ABP Ripollès,Girona,Ripollès,Resta municipis,Casa de Colònies,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Etnic/origen nacional/origen racial,Víctima,HOME,51,1
2022,10,octubre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Cambrils,Casa de Colònies,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Etnic/origen nacional/origen racial,Víctima,HOME,14,1
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Granollers,Institut,DELICTES,CONTRA LA LLIBERTAT,Discapacitat intel·lectual/mental,Autor,HOME,14,1
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Granollers,Institut,DELICTES,CONTRA LA LLIBERTAT,Discapacitat intel·lectual/mental,Autor,HOME,62,1
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Granollers,Institut,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,39,1
2022,10,octubre,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Cambrils,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,23,1
2022,10,octubre,RP Ponent,ABP Noguera,Lleida,Noguera,Resta municipis,Via Pública urbana,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,23,1
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Metro comboi,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,34,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,34,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,Home,54,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,Home,14,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,HOME,15,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,HOME,41,1
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,HOME,15,1
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Víctima,HOME,31,1
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via Pública urbana,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,LGTBI fòbia,Autor,DONA,69,1
2022,11,novembre,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Escola,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Religiós,Víctima,HOME,26,1
2022,11,novembre,RP Camp de Tarragona,ABP Tarragona,Tarragona,Tarragonès,Resta municipis,Escola,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Religiós,Víctima,HOME,13,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Esparreguera,Bar musical_CC,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,13,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Esparreguera,Bar musical_CC,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,45,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Esparreguera,Bar musical_CC,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,45,1
2022,11,novembre,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Autor,HOME,13,1
2022,11,novembre,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis,Via Pública urbana,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Víctima,HOME,22,1
2022,11,novembre,RP Metropolitana Girona,ABP Girona,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Orientació política,Víctima,HOME,60,1
2022,11,novembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Orientació política,Víctima,HOME,46,1
2022,11,novembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,57,1
2022,11,novembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,57,1
2022,11,novembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Víctima,HOME,36,1
2022,11,novembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Supermercat_CC,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Etnic/origen nacional/origen racial,Autor,DONA,29,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Restaurant-bar_COM,DELICTES,DE L'HOMICIDI I LES SEVES FORMES,Etnic/origen nacional/origen racial,Autor,HOME,28,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Restaurant-bar_COM,DELICTES,DE L'HOMICIDI I LES SEVES FORMES,Etnic/origen nacional/origen racial,Víctima,DONA,42,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Martorell,Bar musical_CC,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,DONA,40,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Martorell,Bar musical_CC,DELICTES,DE LES LESIONS,LGTBI fòbia,Autor,DONA,42,1
2022,11,novembre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Martorell,Bar musical_CC,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,42,1
2022,11,novembre,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,33,1
2022,11,novembre,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,DONA,33,1
2022,11,novembre,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Hab. Escala/portal finca/replà,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Islamofòbia,Autor,DONA,35,1
2022,11,novembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Instal·lació esportiva,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,DONA,35,1
2022,11,novembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Instal·lació esportiva,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Autor,HOME,40,1
2022,11,novembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Instal·lació esportiva,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,53,1
2022,11,novembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Instal·lació esportiva,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,25,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Platja,DELICTES,DEL. CON. EL PATRIMONI,Etnic/origen nacional/origen racial,Autor,DONA,22,1
2022,11,novembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,28,1
2022,11,novembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,Aporofòbia,Autor,HOME,59,1
2022,11,novembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. Escala/portal finca/replà,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,DONA,19,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,61,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Víctima,HOME,15,1
2022,11,novembre,RP Metropolitana Girona,ABP Selva Interior,Girona,Selva,Resta municipis,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,LGTBI fòbia,Autor,HOME,13,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,13,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,HOME,13,1
2022,11,novembre,RP Terres de l'Ebre,ABP Terra Alta - Ribera d'Ebre,Tarragona,Terra Alta,Resta municipis,Bar_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,31,1
2022,11,novembre,RP Terres de l'Ebre,ABP Terra Alta - Ribera d'Ebre,Tarragona,Terra Alta,Resta municipis,Bar_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Autor,DONA,55,1
2022,11,novembre,RP Metropolitana Girona,ABP Selva Interior,Girona,Selva,Resta municipis,Bar_COM,DELICTES,CONTRA LA LLIBERTAT,Etnic/origen nacional/origen racial,Víctima,HOME,28,1
2022,11,novembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,DELICTES,DE LES LESIONS,Etnic/origen nacional/origen racial,Víctima,HOME,27,1
